"id","alias","name","image_url","is_closed","url","review_count","rating","price","phone","display_phone","distance","coordinates.latitude","coordinates.longitude","location.address1","location.address2","location.address3","location.city","location.zip_code","location.country","location.state","alias1","category"
"6I28wDuMBR5WLMqfKxaoeg","pike-place-chowder-seattle","Pike Place Chowder","https://s3-media3.fl.yelpcdn.com/bphoto/ijju-wYoRAxWjHPTCxyQGQ/o.jpg",FALSE,"https://www.yelp.com/biz/pike-place-chowder-seattle?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",6554,4.5,"$$","+12062672537","(206) 267-2537",1832.54361692915,47.60939,-122.34112,"1530 Post Aly","Ste 11","","Seattle","98101","US","WA","seafood","Seafood"
"6I28wDuMBR5WLMqfKxaoeg","pike-place-chowder-seattle","Pike Place Chowder","https://s3-media3.fl.yelpcdn.com/bphoto/ijju-wYoRAxWjHPTCxyQGQ/o.jpg",FALSE,"https://www.yelp.com/biz/pike-place-chowder-seattle?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",6554,4.5,"$$","+12062672537","(206) 267-2537",1832.54361692915,47.60939,-122.34112,"1530 Post Aly","Ste 11","","Seattle","98101","US","WA","soup","Soup"
"NxwrJPJLzTs0k0DQ-QCo1A","piroshky-piroshky-seattle","Piroshky Piroshky","https://s3-media4.fl.yelpcdn.com/bphoto/aVDkb0xGCnLVoKrmHecz0A/o.jpg",FALSE,"https://www.yelp.com/biz/piroshky-piroshky-seattle?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",5682,4.5,"$","+12064416068","(206) 441-6068",1796.88192953672,47.60991,-122.34231,"1908 Pike Pl","","","Seattle","98101","US","WA","bakeries","Bakeries"
"NxwrJPJLzTs0k0DQ-QCo1A","piroshky-piroshky-seattle","Piroshky Piroshky","https://s3-media4.fl.yelpcdn.com/bphoto/aVDkb0xGCnLVoKrmHecz0A/o.jpg",FALSE,"https://www.yelp.com/biz/piroshky-piroshky-seattle?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",5682,4.5,"$","+12064416068","(206) 441-6068",1796.88192953672,47.60991,-122.34231,"1908 Pike Pl","","","Seattle","98101","US","WA","russian","Russian"
"Wk9f5Zpnu4T6Vzf6CF5iuA","paseo-caribbean-food-fremont-seattle-2","Paseo Caribbean Food - Fremont","https://s3-media3.fl.yelpcdn.com/bphoto/o5csrmtkMORuMcVBW2dnYg/o.jpg",FALSE,"https://www.yelp.com/biz/paseo-caribbean-food-fremont-seattle-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",4882,4.5,"$","+12065457440","(206) 545-7440",3840.11762246107,47.65849,-122.35031,"4225 Fremont Ave N","","","Seattle","98103","US","WA","caribbean","Caribbean"
"Wk9f5Zpnu4T6Vzf6CF5iuA","paseo-caribbean-food-fremont-seattle-2","Paseo Caribbean Food - Fremont","https://s3-media3.fl.yelpcdn.com/bphoto/o5csrmtkMORuMcVBW2dnYg/o.jpg",FALSE,"https://www.yelp.com/biz/paseo-caribbean-food-fremont-seattle-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",4882,4.5,"$","+12065457440","(206) 545-7440",3840.11762246107,47.65849,-122.35031,"4225 Fremont Ave N","","","Seattle","98103","US","WA","sandwiches","Sandwiches"
"Wk9f5Zpnu4T6Vzf6CF5iuA","paseo-caribbean-food-fremont-seattle-2","Paseo Caribbean Food - Fremont","https://s3-media3.fl.yelpcdn.com/bphoto/o5csrmtkMORuMcVBW2dnYg/o.jpg",FALSE,"https://www.yelp.com/biz/paseo-caribbean-food-fremont-seattle-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",4882,4.5,"$","+12065457440","(206) 545-7440",3840.11762246107,47.65849,-122.35031,"4225 Fremont Ave N","","","Seattle","98103","US","WA","catering","Caterers"
"CKxp6p22ipCo94iLieXzbQ","ellenos-real-greek-yogurt-seattle","Ellenos Real Greek Yogurt","https://s3-media1.fl.yelpcdn.com/bphoto/NHhyyFD-hfuvX8sETDjyew/o.jpg",FALSE,"https://www.yelp.com/biz/ellenos-real-greek-yogurt-seattle?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1638,5,"$","+12066255006","(206) 625-5006",1874.42046833363,47.608912,-122.34058,"1500 Pike Pl","","","Seattle","98101","US","WA","icecream","Ice Cream & Frozen Yogurt"
"VOPdG8llLPaga9iJxXcMuQ","the-pink-door-seattle-4","The Pink Door","https://s3-media1.fl.yelpcdn.com/bphoto/c_vzRF4h3ywnyeM116QFuA/o.jpg",FALSE,"https://www.yelp.com/biz/the-pink-door-seattle-4?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",4277,4.5,"$$","+12064433241","(206) 443-3241",1755.33851972527,47.61028,-122.3425,"1919 Post Alley","","","Seattle","98101","US","WA","italian","Italian"
"VOPdG8llLPaga9iJxXcMuQ","the-pink-door-seattle-4","The Pink Door","https://s3-media1.fl.yelpcdn.com/bphoto/c_vzRF4h3ywnyeM116QFuA/o.jpg",FALSE,"https://www.yelp.com/biz/the-pink-door-seattle-4?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",4277,4.5,"$$","+12064433241","(206) 443-3241",1755.33851972527,47.61028,-122.3425,"1919 Post Alley","","","Seattle","98101","US","WA","wine_bars","Wine Bars"
