"id","alias","name","image_url","is_closed","url","review_count","rating","price","phone","display_phone","distance","coordinates.latitude","coordinates.longitude","location.address1","location.address2","location.address3","location.city","location.zip_code","location.country","location.state","alias1","category"
"AJVUTa5GkoDFulhmyvhoZQ","se7en-bites-orlando","Se7en Bites","https://s3-media1.fl.yelpcdn.com/bphoto/6PYQTRdwWwFEM2MlvrX8wg/o.jpg",FALSE,"https://www.yelp.com/biz/se7en-bites-orlando?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1588,4.5,"$$","+14072030727","(407) 203-0727",6236.87412181385,28.55179,-81.3473,"617 N Primrose Dr","","","Orlando","32803","US","FL","coffee","Coffee & Tea"
"AJVUTa5GkoDFulhmyvhoZQ","se7en-bites-orlando","Se7en Bites","https://s3-media1.fl.yelpcdn.com/bphoto/6PYQTRdwWwFEM2MlvrX8wg/o.jpg",FALSE,"https://www.yelp.com/biz/se7en-bites-orlando?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1588,4.5,"$$","+14072030727","(407) 203-0727",6236.87412181385,28.55179,-81.3473,"617 N Primrose Dr","","","Orlando","32803","US","FL","breakfast_brunch","Breakfast & Brunch"
"AJVUTa5GkoDFulhmyvhoZQ","se7en-bites-orlando","Se7en Bites","https://s3-media1.fl.yelpcdn.com/bphoto/6PYQTRdwWwFEM2MlvrX8wg/o.jpg",FALSE,"https://www.yelp.com/biz/se7en-bites-orlando?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1588,4.5,"$$","+14072030727","(407) 203-0727",6236.87412181385,28.55179,-81.3473,"617 N Primrose Dr","","","Orlando","32803","US","FL","newamerican","American (New)"
"SFqFFIA4Ks2oHfgEANoRlw","café-tu-tu-tango-orlando-5","Café Tu Tu Tango","https://s3-media1.fl.yelpcdn.com/bphoto/ILhe6m2bqyEPeGtCZ_Qvhw/o.jpg",FALSE,"https://www.yelp.com/biz/caf%C3%A9-tu-tu-tango-orlando-5?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2340,4,"$$","+14072482222","(407) 248-2222",11383.6601669637,28.44046,-81.47008,"8625 International Dr","","","Orlando","32819","US","FL","breakfast_brunch","Breakfast & Brunch"
"SFqFFIA4Ks2oHfgEANoRlw","café-tu-tu-tango-orlando-5","Café Tu Tu Tango","https://s3-media1.fl.yelpcdn.com/bphoto/ILhe6m2bqyEPeGtCZ_Qvhw/o.jpg",FALSE,"https://www.yelp.com/biz/caf%C3%A9-tu-tu-tango-orlando-5?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2340,4,"$$","+14072482222","(407) 248-2222",11383.6601669637,28.44046,-81.47008,"8625 International Dr","","","Orlando","32819","US","FL","seafood","Seafood"
"SFqFFIA4Ks2oHfgEANoRlw","café-tu-tu-tango-orlando-5","Café Tu Tu Tango","https://s3-media1.fl.yelpcdn.com/bphoto/ILhe6m2bqyEPeGtCZ_Qvhw/o.jpg",FALSE,"https://www.yelp.com/biz/caf%C3%A9-tu-tu-tango-orlando-5?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2340,4,"$$","+14072482222","(407) 248-2222",11383.6601669637,28.44046,-81.47008,"8625 International Dr","","","Orlando","32819","US","FL","tacos","Tacos"
"tbX4pEVxWuPgxG01l-pAOQ","pig-floyds-urban-barbakoa-orlando","Pig Floyd's Urban Barbakoa","https://s3-media1.fl.yelpcdn.com/bphoto/loXbuXYQWBglLNDJwWmnPw/o.jpg",FALSE,"https://www.yelp.com/biz/pig-floyds-urban-barbakoa-orlando?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1577,4.5,"$$","+14072030866","(407) 203-0866",6862.8955891054,28.5631008,-81.3647766,"1326 N Mills Ave","","","Orlando","32803","US","FL","bbq","Barbeque"
"tbX4pEVxWuPgxG01l-pAOQ","pig-floyds-urban-barbakoa-orlando","Pig Floyd's Urban Barbakoa","https://s3-media1.fl.yelpcdn.com/bphoto/loXbuXYQWBglLNDJwWmnPw/o.jpg",FALSE,"https://www.yelp.com/biz/pig-floyds-urban-barbakoa-orlando?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1577,4.5,"$$","+14072030866","(407) 203-0866",6862.8955891054,28.5631008,-81.3647766,"1326 N Mills Ave","","","Orlando","32803","US","FL","latin","Latin American"
"tbX4pEVxWuPgxG01l-pAOQ","pig-floyds-urban-barbakoa-orlando","Pig Floyd's Urban Barbakoa","https://s3-media1.fl.yelpcdn.com/bphoto/loXbuXYQWBglLNDJwWmnPw/o.jpg",FALSE,"https://www.yelp.com/biz/pig-floyds-urban-barbakoa-orlando?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1577,4.5,"$$","+14072030866","(407) 203-0866",6862.8955891054,28.5631008,-81.3647766,"1326 N Mills Ave","","","Orlando","32803","US","FL","southern","Southern"
"3Y2rw1yonra6wEDiLadKhw","pom-poms-teahouse-and-sandwicheria-orlando","Pom Pom's Teahouse & Sandwicheria","https://s3-media1.fl.yelpcdn.com/bphoto/v7FxnYRfhgykFxGkBrx0-w/o.jpg",FALSE,"https://www.yelp.com/biz/pom-poms-teahouse-and-sandwicheria-orlando?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1096,4.5,"$","+14078940865","(407) 894-0865",5236.88296497,28.543707340175,-81.3514976796,"67 N Bumby Ave","","","Orlando","32803","US","FL","sandwiches","Sandwiches"
