"id","alias","name","image_url","is_closed","url","review_count","rating","price","phone","display_phone","distance","coordinates.latitude","coordinates.longitude","location.address1","location.address2","location.address3","location.city","location.zip_code","location.country","location.state","alias1","category"
"4JNXUYY8wbaaDmk3BPzlWw","mon-ami-gabi-las-vegas-2","Mon Ami Gabi","https://s3-media3.fl.yelpcdn.com/bphoto/infUdLdU8Lm-OPaopoadRg/o.jpg",FALSE,"https://www.yelp.com/biz/mon-ami-gabi-las-vegas-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",8686,4,"$$","+17029444224","(702) 944-4224",4889.02869578738,36.112859,-115.172434,"3655 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","french","French"
"4JNXUYY8wbaaDmk3BPzlWw","mon-ami-gabi-las-vegas-2","Mon Ami Gabi","https://s3-media3.fl.yelpcdn.com/bphoto/infUdLdU8Lm-OPaopoadRg/o.jpg",FALSE,"https://www.yelp.com/biz/mon-ami-gabi-las-vegas-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",8686,4,"$$","+17029444224","(702) 944-4224",4889.02869578738,36.112859,-115.172434,"3655 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","steak","Steakhouses"
"4JNXUYY8wbaaDmk3BPzlWw","mon-ami-gabi-las-vegas-2","Mon Ami Gabi","https://s3-media3.fl.yelpcdn.com/bphoto/infUdLdU8Lm-OPaopoadRg/o.jpg",FALSE,"https://www.yelp.com/biz/mon-ami-gabi-las-vegas-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",8686,4,"$$","+17029444224","(702) 944-4224",4889.02869578738,36.112859,-115.172434,"3655 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","breakfast_brunch","Breakfast & Brunch"
"faPVqws-x-5k2CQKDNtHxw","yardbird-southern-table-and-bar-las-vegas","Yardbird Southern Table & Bar","https://s3-media2.fl.yelpcdn.com/bphoto/LvAbNDFiFpAL_smf1lUM-g/o.jpg",FALSE,"https://www.yelp.com/biz/yardbird-southern-table-and-bar-las-vegas?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",4122,4.5,"$$","+17022976541","(702) 297-6541",3993.23153682663,36.1223280184553,-115.170111842838,"3355 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","southern","Southern"
"faPVqws-x-5k2CQKDNtHxw","yardbird-southern-table-and-bar-las-vegas","Yardbird Southern Table & Bar","https://s3-media2.fl.yelpcdn.com/bphoto/LvAbNDFiFpAL_smf1lUM-g/o.jpg",FALSE,"https://www.yelp.com/biz/yardbird-southern-table-and-bar-las-vegas?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",4122,4.5,"$$","+17022976541","(702) 297-6541",3993.23153682663,36.1223280184553,-115.170111842838,"3355 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","newamerican","American (New)"
"DkYS3arLOhA8si5uUEmHOw","earl-of-sandwich-las-vegas","Earl of Sandwich","https://s3-media2.fl.yelpcdn.com/bphoto/snFM4hWY5Ivv_NbhWcXPgQ/o.jpg",FALSE,"https://www.yelp.com/biz/earl-of-sandwich-las-vegas?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",5131,4.5,"$","+17024630259","(702) 463-0259",5153.85600837316,36.1094075,-115.1718738,"3667 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","sandwiches","Sandwiches"
"DkYS3arLOhA8si5uUEmHOw","earl-of-sandwich-las-vegas","Earl of Sandwich","https://s3-media2.fl.yelpcdn.com/bphoto/snFM4hWY5Ivv_NbhWcXPgQ/o.jpg",FALSE,"https://www.yelp.com/biz/earl-of-sandwich-las-vegas?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",5131,4.5,"$","+17024630259","(702) 463-0259",5153.85600837316,36.1094075,-115.1718738,"3667 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","salad","Salad"
"DkYS3arLOhA8si5uUEmHOw","earl-of-sandwich-las-vegas","Earl of Sandwich","https://s3-media2.fl.yelpcdn.com/bphoto/snFM4hWY5Ivv_NbhWcXPgQ/o.jpg",FALSE,"https://www.yelp.com/biz/earl-of-sandwich-las-vegas?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",5131,4.5,"$","+17024630259","(702) 463-0259",5153.85600837316,36.1094075,-115.1718738,"3667 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","wraps","Wraps"
"3kdSl5mo9dWC4clrQjEDGg","egg-and-i-las-vegas","Egg & I","https://s3-media3.fl.yelpcdn.com/bphoto/tDnWv0HCj3YgRRIzLuMfww/o.jpg",FALSE,"https://www.yelp.com/biz/egg-and-i-las-vegas?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",3621,4.5,"$$","+17023649686","(702) 364-9686",5909.46917854633,36.1443697895445,-115.202492506843,"4533 W Sahara Ave","Ste 5","","Las Vegas","89102","US","NV","breakfast_brunch","Breakfast & Brunch"
"3kdSl5mo9dWC4clrQjEDGg","egg-and-i-las-vegas","Egg & I","https://s3-media3.fl.yelpcdn.com/bphoto/tDnWv0HCj3YgRRIzLuMfww/o.jpg",FALSE,"https://www.yelp.com/biz/egg-and-i-las-vegas?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",3621,4.5,"$$","+17023649686","(702) 364-9686",5909.46917854633,36.1443697895445,-115.202492506843,"4533 W Sahara Ave","Ste 5","","Las Vegas","89102","US","NV","burgers","Burgers"
